Info 0    [16:09:46.090] Starting TS Server
Info 1603 [16:27:01.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1604 [16:27:01.394] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 244 structureChanged: false Elapsed: 4.4320820569992065ms
Info 1605 [16:27:01.394] Different program with same set of files:: structureIsReused:: 2
Info 1606 [16:27:01.604] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1607 [16:27:01.612] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 245 structureChanged: false Elapsed: 8.16257095336914ms
Info 1608 [16:27:01.612] Different program with same set of files:: structureIsReused:: 2
Info 1609 [16:27:01.613] getCompletionData: Get current token: 0.08761298656463623
Info 1610 [16:27:01.613] getCompletionData: Is inside comment: 0.023376941680908203
Info 1611 [16:27:01.613] getCompletionData: Get previous token 1: 0.06971096992492676
Info 1612 [16:27:01.614] getCompletionsAtPosition: isCompletionListBlocker: 0.004870891571044922
Info 1613 [16:27:01.614] getCompletionData: Semantic work: 0.650210976600647
Info 1614 [16:27:01.622] getCompletionData: Get current token: 0.05121409893035889
Info 1615 [16:27:01.622] getCompletionData: Is inside comment: 0.00973200798034668
Info 1616 [16:27:01.623] getCompletionData: Get previous token 1: 0.048081040382385254
Info 1617 [16:27:01.623] getCompletionsAtPosition: isCompletionListBlocker: 0.0058400630950927734
Info 1618 [16:27:01.623] getCompletionData: Semantic work: 0.24979698657989502
Info 1619 [16:27:02.221] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1620 [16:27:02.225] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 246 structureChanged: false Elapsed: 4.316840052604675ms
Info 1621 [16:27:02.225] Different program with same set of files:: structureIsReused:: 2
Info 1622 [16:27:02.961] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1623 [16:27:02.965] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 247 structureChanged: false Elapsed: 4.002437949180603ms
Info 1624 [16:27:02.965] Different program with same set of files:: structureIsReused:: 2
Info 1625 [16:27:02.966] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1626 [16:27:02.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 248 structureChanged: false Elapsed: 21.42246901988983ms
Info 1627 [16:27:02.988] Different program with same set of files:: structureIsReused:: 2
Info 1628 [16:27:03.341] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1629 [16:27:03.346] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 249 structureChanged: false Elapsed: 4.771071076393127ms
Info 1630 [16:27:03.346] Different program with same set of files:: structureIsReused:: 2
Info 1631 [16:27:03.347] getCompletionData: Get current token: 0.014464974403381348
Info 1632 [16:27:03.347] getCompletionData: Is inside comment: 0.03534996509552002
Info 1633 [16:27:03.347] getCompletionData: Get previous token 1: 0.026306986808776855
Info 1634 [16:27:03.347] getCompletionData: Get previous token 2: 0.031045079231262207
Info 1635 [16:27:03.347] getCompletionsAtPosition: isCompletionListBlocker: 0.013447046279907227
Info 1636 [16:27:03.357] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1637 [16:27:03.358] getCompletionData: Semantic work: 11.475875973701477
Info 1638 [16:27:03.367] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.567684054374695
Info 1639 [16:27:04.783] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1640 [16:27:04.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 250 structureChanged: false Elapsed: 7.6391249895095825ms
Info 1641 [16:27:04.792] Different program with same set of files:: structureIsReused:: 2
Info 1642 [16:27:05.645] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1643 [16:27:05.664] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 251 structureChanged: false Elapsed: 19.313930988311768ms
Info 1644 [16:27:05.664] Different program with same set of files:: structureIsReused:: 2
Info 1645 [16:27:07.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1646 [16:27:07.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 252 structureChanged: false Elapsed: 3.427548050880432ms
Info 1647 [16:27:07.226] Different program with same set of files:: structureIsReused:: 2
Info 1648 [16:27:07.232] getCompletionData: Get current token: 0.010113000869750977
Info 1649 [16:27:07.232] getCompletionData: Is inside comment: 0.026398897171020508
Info 1650 [16:27:07.232] getCompletionData: Get previous token 1: 0.01567697525024414
Info 1651 [16:27:07.232] getCompletionData: Get previous token 2: 0.019479990005493164
Info 1652 [16:27:07.232] getCompletionsAtPosition: isCompletionListBlocker: 0.013625025749206543
Info 1653 [16:27:07.240] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1654 [16:27:07.240] getCompletionData: Semantic work: 8.213566064834595
Info 1655 [16:27:07.245] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.419757008552551
Info 1656 [16:27:07.679] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1657 [16:27:07.684] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 253 structureChanged: false Elapsed: 4.3901389837265015ms
Info 1658 [16:27:07.684] Different program with same set of files:: structureIsReused:: 2
Info 1659 [16:27:07.685] getCompletionData: Get current token: 0.011276960372924805
Info 1660 [16:27:07.685] getCompletionData: Is inside comment: 0.03157007694244385
Info 1661 [16:27:07.685] getCompletionData: Get previous token 1: 0.021198034286499023
Info 1662 [16:27:07.685] getCompletionsAtPosition: isCompletionListBlocker: 0.005180001258850098
Info 1663 [16:27:07.686] getCompletionData: Semantic work: 1.090743064880371
Info 1664 [16:27:07.687] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5097929239273071
Info 1665 [16:27:08.265] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1666 [16:27:08.269] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 254 structureChanged: false Elapsed: 4.13897705078125ms
Info 1667 [16:27:08.269] Different program with same set of files:: structureIsReused:: 2
Info 1668 [16:27:09.038] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1669 [16:27:09.043] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 255 structureChanged: false Elapsed: 4.786095023155212ms
Info 1670 [16:27:09.043] Different program with same set of files:: structureIsReused:: 2
Info 1671 [16:27:09.056] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1672 [16:27:09.061] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 256 structureChanged: false Elapsed: 4.9437479972839355ms
Info 1673 [16:27:09.062] Different program with same set of files:: structureIsReused:: 2
Info 1674 [16:27:09.303] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1675 [16:27:09.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 257 structureChanged: false Elapsed: 5.8529030084609985ms
Info 1676 [16:27:09.309] Different program with same set of files:: structureIsReused:: 2
Info 1677 [16:27:09.366] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1678 [16:27:09.370] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 258 structureChanged: false Elapsed: 3.8815300464630127ms
Info 1679 [16:27:09.370] Different program with same set of files:: structureIsReused:: 2
Info 1680 [16:27:09.523] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1681 [16:27:09.527] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 259 structureChanged: false Elapsed: 4.54354202747345ms
Info 1682 [16:27:09.528] Different program with same set of files:: structureIsReused:: 2
Info 1683 [16:27:09.533] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1684 [16:27:09.536] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 260 structureChanged: false Elapsed: 3.1660579442977905ms
Info 1685 [16:27:09.537] Different program with same set of files:: structureIsReused:: 2
Info 1686 [16:27:09.727] getCompletionData: Get current token: 0.021269917488098145
Info 1687 [16:27:09.727] getCompletionData: Is inside comment: 0.007429957389831543
Info 1688 [16:27:09.727] getCompletionData: Get previous token 1: 0.05218493938446045
Info 1689 [16:27:09.727] getCompletionData: Get previous token 2: 0.027032017707824707
Info 1690 [16:27:09.727] getCompletionsAtPosition: isCompletionListBlocker: 0.01722896099090576
Info 1691 [16:27:09.731] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1692 [16:27:09.732] getCompletionData: Semantic work: 4.588111042976379
Info 1693 [16:27:09.737] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.359381914138794
Info 1694 [16:27:09.881] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1695 [16:27:09.885] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 261 structureChanged: false Elapsed: 3.874441981315613ms
Info 1696 [16:27:09.886] Different program with same set of files:: structureIsReused:: 2
Info 1697 [16:27:09.886] getCompletionData: Get current token: 0.015707015991210938
Info 1698 [16:27:09.886] getCompletionData: Is inside comment: 0.007193088531494141
Info 1699 [16:27:09.886] getCompletionData: Get previous token 1: 0.037361979484558105
Info 1700 [16:27:09.886] getCompletionData: Get previous token 2: 0.02680504322052002
Info 1701 [16:27:09.886] getCompletionsAtPosition: isCompletionListBlocker: 0.014130949974060059
Info 1702 [16:27:09.890] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1703 [16:27:09.898] getCompletionData: Semantic work: 11.290788054466248
Info 1704 [16:27:09.908] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.558885931968689
Info 1705 [16:27:10.589] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1706 [16:27:10.598] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 262 structureChanged: false Elapsed: 8.391520977020264ms
Info 1707 [16:27:10.598] Different program with same set of files:: structureIsReused:: 2
Info 1708 [16:27:10.599] getCompletionData: Get current token: 0.0161130428314209
Info 1709 [16:27:10.599] getCompletionData: Is inside comment: 0.006637930870056152
Info 1710 [16:27:10.599] getCompletionData: Get previous token 1: 0.048326969146728516
Info 1711 [16:27:10.599] getCompletionData: Get previous token 2: 0.031051993370056152
Info 1712 [16:27:10.599] getCompletionsAtPosition: isCompletionListBlocker: 0.014705061912536621
Info 1713 [16:27:10.609] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1714 [16:27:10.609] getCompletionData: Semantic work: 10.18474805355072
Info 1715 [16:27:10.616] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.695776104927063
Info 1716 [16:27:10.690] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1717 [16:27:10.699] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 263 structureChanged: false Elapsed: 8.231235027313232ms
Info 1718 [16:27:10.699] Different program with same set of files:: structureIsReused:: 2
Info 1719 [16:27:10.699] getCompletionData: Get current token: 0.01372992992401123
Info 1720 [16:27:10.700] getCompletionData: Is inside comment: 0.005133986473083496
Info 1721 [16:27:10.700] getCompletionData: Get previous token 1: 0.038433074951171875
Info 1722 [16:27:10.700] getCompletionData: Get previous token 2: 0.028277993202209473
Info 1723 [16:27:10.700] getCompletionsAtPosition: isCompletionListBlocker: 0.006155967712402344
Info 1724 [16:27:10.729] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1725 [16:27:10.729] getCompletionData: Semantic work: 29.519615054130554
Info 1726 [16:27:10.739] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.650581002235413
Info 1727 [16:27:11.256] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1728 [16:27:11.259] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 264 structureChanged: false Elapsed: 3.584823966026306ms
Info 1729 [16:27:11.260] Different program with same set of files:: structureIsReused:: 2
Info 1730 [16:27:11.260] getCompletionData: Get current token: 0.01371610164642334
Info 1731 [16:27:11.260] getCompletionData: Is inside comment: 0.00589299201965332
Info 1732 [16:27:11.260] getCompletionData: Get previous token 1: 0.04750692844390869
Info 1733 [16:27:11.260] getCompletionData: Get previous token 2: 0.02922499179840088
Info 1734 [16:27:11.260] getCompletionsAtPosition: isCompletionListBlocker: 0.006780028343200684
Info 1735 [16:27:11.266] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1736 [16:27:11.267] getCompletionData: Semantic work: 7.07210099697113
Info 1737 [16:27:11.273] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.315315008163452
Info 1738 [16:27:11.739] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1739 [16:27:11.742] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 265 structureChanged: false Elapsed: 3.32634699344635ms
Info 1740 [16:27:11.742] Different program with same set of files:: structureIsReused:: 2
Info 1741 [16:27:11.867] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1742 [16:27:11.872] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 266 structureChanged: false Elapsed: 5.224349021911621ms
Info 1743 [16:27:11.872] Different program with same set of files:: structureIsReused:: 2
Info 1744 [16:27:11.992] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1745 [16:27:11.995] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 267 structureChanged: false Elapsed: 3.1353189945220947ms
Info 1746 [16:27:11.995] Different program with same set of files:: structureIsReused:: 2
Info 1747 [16:27:12.212] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1748 [16:27:12.217] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 268 structureChanged: false Elapsed: 4.542495012283325ms
Info 1749 [16:27:12.217] Different program with same set of files:: structureIsReused:: 2
Info 1750 [16:27:12.469] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1751 [16:27:12.476] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 269 structureChanged: false Elapsed: 6.472960948944092ms
Info 1752 [16:27:12.476] Different program with same set of files:: structureIsReused:: 2
Info 1753 [16:27:13.235] Format host information updated
Info 1754 [16:27:13.464] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1755 [16:27:13.470] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 270 structureChanged: false Elapsed: 6.349617004394531ms
Info 1756 [16:27:13.470] Different program with same set of files:: structureIsReused:: 2
Info 1757 [16:27:25.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1758 [16:27:25.706] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 271 structureChanged: false Elapsed: 8.914062023162842ms
Info 1759 [16:27:25.706] Different program with same set of files:: structureIsReused:: 2
Info 1760 [16:27:29.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1761 [16:27:29.138] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 272 structureChanged: false Elapsed: 6.166960000991821ms
Info 1762 [16:27:29.138] Different program with same set of files:: structureIsReused:: 2
Info 1763 [16:27:29.139] getCompletionData: Get current token: 0.0072209835052490234
Info 1764 [16:27:29.139] getCompletionData: Is inside comment: 0.029505014419555664
Info 1765 [16:27:29.139] getCompletionData: Get previous token 1: 0.01971900463104248
Info 1766 [16:27:29.139] getCompletionsAtPosition: isCompletionListBlocker: 0.0039479732513427734
Info 1767 [16:27:29.139] getCompletionData: Semantic work: 0.4350240230560303
Info 1768 [16:27:29.140] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.003050088882446289
Info 1769 [16:27:29.610] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1770 [16:27:29.621] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 273 structureChanged: false Elapsed: 11.282050967216492ms
Info 1771 [16:27:29.622] Different program with same set of files:: structureIsReused:: 2
Info 1772 [16:27:30.777] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1773 [16:27:30.784] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 274 structureChanged: false Elapsed: 7.607832074165344ms
Info 1774 [16:27:30.784] Different program with same set of files:: structureIsReused:: 2
Info 1775 [16:27:31.966] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1776 [16:27:31.973] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 275 structureChanged: false Elapsed: 7.76970899105072ms
Info 1777 [16:27:31.974] Different program with same set of files:: structureIsReused:: 2
Info 1778 [16:27:33.642] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1779 [16:27:33.650] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 276 structureChanged: false Elapsed: 8.253847002983093ms
Info 1780 [16:27:33.650] Different program with same set of files:: structureIsReused:: 2
Info 1781 [16:27:34.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1782 [16:27:34.137] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 277 structureChanged: false Elapsed: 4.4006160497665405ms
Info 1783 [16:27:34.137] Different program with same set of files:: structureIsReused:: 2
Info 1784 [16:27:34.137] getCompletionData: Get current token: 0.007496953010559082
Info 1785 [16:27:34.137] getCompletionData: Is inside comment: 0.03391396999359131
Info 1786 [16:27:34.137] getCompletionData: Get previous token 1: 0.023788928985595703
Info 1787 [16:27:34.138] getCompletionData: Get previous token 2: 0.028069019317626953
Info 1788 [16:27:34.138] getCompletionsAtPosition: isCompletionListBlocker: 0.005576014518737793
Info 1789 [16:27:34.138] Returning an empty list because completion was requested in an invalid position.
Info 1790 [16:27:34.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1791 [16:27:34.208] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 278 structureChanged: false Elapsed: 8.583756923675537ms
Info 1792 [16:27:34.209] Different program with same set of files:: structureIsReused:: 2
Info 1793 [16:27:34.499] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1794 [16:27:34.506] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 279 structureChanged: false Elapsed: 6.794306993484497ms
Info 1795 [16:27:34.506] Different program with same set of files:: structureIsReused:: 2
Info 1796 [16:27:34.783] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1797 [16:27:34.789] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 280 structureChanged: false Elapsed: 5.309002041816711ms
Info 1798 [16:27:34.789] Different program with same set of files:: structureIsReused:: 2
Info 1799 [16:27:35.327] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1800 [16:27:35.334] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 281 structureChanged: false Elapsed: 6.050153017044067ms
Info 1801 [16:27:35.334] Different program with same set of files:: structureIsReused:: 2
Info 1802 [16:27:35.892] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1803 [16:27:35.899] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 282 structureChanged: false Elapsed: 7.506162047386169ms
Info 1804 [16:27:35.899] Different program with same set of files:: structureIsReused:: 2
Info 1805 [16:27:36.845] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1806 [16:27:36.851] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 283 structureChanged: false Elapsed: 6.060603022575378ms
Info 1807 [16:27:36.851] Different program with same set of files:: structureIsReused:: 2
Info 1808 [16:27:36.851] getCompletionData: Get current token: 0.007505059242248535
Info 1809 [16:27:36.851] getCompletionData: Is inside comment: 0.036427974700927734
Info 1810 [16:27:36.852] getCompletionData: Get previous token 1: 0.02403092384338379
Info 1811 [16:27:36.852] getCompletionData: Get previous token 2: 0.040509939193725586
Info 1812 [16:27:36.852] getCompletionsAtPosition: isCompletionListBlocker: 0.21060395240783691
Info 1813 [16:27:36.857] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1814 [16:27:36.858] getCompletionData: Semantic work: 5.781919956207275
Info 1815 [16:27:36.867] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.898707032203674
Info 1816 [16:27:37.492] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1817 [16:27:37.497] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 284 structureChanged: false Elapsed: 5.551769018173218ms
Info 1818 [16:27:37.498] Different program with same set of files:: structureIsReused:: 2
Info 1819 [16:27:37.946] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1820 [16:27:37.953] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 285 structureChanged: false Elapsed: 6.594531059265137ms
Info 1821 [16:27:37.953] Different program with same set of files:: structureIsReused:: 2
Info 1822 [16:27:37.956] getCompletionData: Get current token: 0.06866204738616943
Info 1823 [16:27:37.956] getCompletionData: Is inside comment: 0.01617109775543213
Info 1824 [16:27:37.957] getCompletionData: Get previous token 1: 0.06109297275543213
Info 1825 [16:27:37.957] getCompletionData: Get previous token 2: 0.04510498046875
Info 1826 [16:27:37.957] getCompletionsAtPosition: isCompletionListBlocker: 0.015349030494689941
Info 1827 [16:27:37.974] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 1828 [16:27:37.976] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 1829 [16:27:38.005] getSymbolsFromOtherSourceFileExports: 31.62258791923523
Info 1830 [16:27:38.007] getCompletionData: Semantic work: 50.2447509765625
Info 1831 [16:27:38.015] getCompletionData: Get current token: 0.022786974906921387
Info 1832 [16:27:38.015] getCompletionData: Is inside comment: 0.016115903854370117
Info 1833 [16:27:38.015] getCompletionData: Get previous token 1: 0.10883796215057373
Info 1834 [16:27:38.015] getCompletionData: Get previous token 2: 0.043438076972961426
Info 1835 [16:27:38.015] getCompletionsAtPosition: isCompletionListBlocker: 0.018532991409301758
Info 1836 [16:27:38.021] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 1837 [16:27:38.021] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 1838 [16:27:38.028] getSymbolsFromOtherSourceFileExports: 6.82343590259552
Info 1839 [16:27:38.028] getCompletionData: Semantic work: 12.511275053024292
Info 1840 [16:27:38.495] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1841 [16:27:38.499] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 286 structureChanged: false Elapsed: 4.499047040939331ms
Info 1842 [16:27:38.499] Different program with same set of files:: structureIsReused:: 2
Info 1843 [16:27:38.670] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1844 [16:27:38.680] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 287 structureChanged: false Elapsed: 9.675173997879028ms
Info 1845 [16:27:38.680] Different program with same set of files:: structureIsReused:: 2
Info 1846 [16:27:48.131] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1847 [16:27:48.135] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 288 structureChanged: false Elapsed: 4.392214059829712ms
Info 1848 [16:27:48.136] Different program with same set of files:: structureIsReused:: 2
Info 1849 [16:27:48.136] getCompletionData: Get current token: 0.006417036056518555
Info 1850 [16:27:48.136] getCompletionData: Is inside comment: 0.006608009338378906
Info 1851 [16:27:48.137] getCompletionData: Get previous token 1: 0.06745600700378418
Info 1852 [16:27:48.137] getCompletionData: Get previous token 2: 0.018151044845581055
Info 1853 [16:27:48.137] getCompletionsAtPosition: isCompletionListBlocker: 0.08032894134521484
Info 1854 [16:27:48.137] Returning an empty list because completion was requested in an invalid position.
Info 1855 [16:27:50.225] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1856 [16:27:50.230] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 289 structureChanged: false Elapsed: 4.86667001247406ms
Info 1857 [16:27:50.230] Different program with same set of files:: structureIsReused:: 2
Info 1858 [16:27:50.575] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1859 [16:27:50.580] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 290 structureChanged: false Elapsed: 5.380046010017395ms
Info 1860 [16:27:50.581] Different program with same set of files:: structureIsReused:: 2
Info 1861 [16:27:51.880] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1862 [16:27:51.885] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 291 structureChanged: false Elapsed: 5.032681941986084ms
Info 1863 [16:27:51.885] Different program with same set of files:: structureIsReused:: 2
Info 1864 [16:27:57.329] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1865 [16:27:57.336] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 292 structureChanged: false Elapsed: 4.954748034477234ms
Info 1866 [16:27:57.336] Different program with same set of files:: structureIsReused:: 2
Info 1867 [16:27:58.144] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1868 [16:27:58.150] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 293 structureChanged: false Elapsed: 5.324615955352783ms
Info 1869 [16:27:58.150] Different program with same set of files:: structureIsReused:: 2
Info 1870 [16:27:58.987] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1871 [16:27:58.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 294 structureChanged: false Elapsed: 5.39465594291687ms
Info 1872 [16:27:58.993] Different program with same set of files:: structureIsReused:: 2
Info 1873 [16:28:00.170] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1874 [16:28:00.176] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 295 structureChanged: false Elapsed: 5.745118975639343ms
Info 1875 [16:28:00.176] Different program with same set of files:: structureIsReused:: 2
Info 1876 [16:28:00.763] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1877 [16:28:00.768] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 296 structureChanged: false Elapsed: 4.992469072341919ms
Info 1878 [16:28:00.768] Different program with same set of files:: structureIsReused:: 2
Info 1879 [16:28:01.306] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1880 [16:28:01.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 297 structureChanged: false Elapsed: 8.579485058784485ms
Info 1881 [16:28:01.315] Different program with same set of files:: structureIsReused:: 2
Info 1882 [16:28:01.805] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1883 [16:28:01.819] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 298 structureChanged: false Elapsed: 12.991080045700073ms
Info 1884 [16:28:01.819] Different program with same set of files:: structureIsReused:: 2
Info 1885 [16:28:02.245] Format host information updated
Info 1886 [16:32:41.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1887 [16:32:41.141] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 299 structureChanged: false Elapsed: 6.548762083053589ms
Info 1888 [16:32:41.141] Different program with same set of files:: structureIsReused:: 2
Info 1889 [16:32:41.678] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1890 [16:32:41.683] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 300 structureChanged: false Elapsed: 5.145501017570496ms
Info 1891 [16:32:41.684] Different program with same set of files:: structureIsReused:: 2
Info 1892 [16:32:49.937] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1893 [16:32:49.943] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 301 structureChanged: false Elapsed: 5.459635972976685ms
Info 1894 [16:32:49.943] Different program with same set of files:: structureIsReused:: 2
Info 1895 [16:32:49.944] getCompletionData: Get current token: 0.006803035736083984
Info 1896 [16:32:49.944] getCompletionData: Is inside comment: 0.024415016174316406
Info 1897 [16:32:49.944] getCompletionData: Get previous token 1: 0.01480400562286377
Info 1898 [16:32:49.944] getCompletionData: Get previous token 2: 0.014861106872558594
